Resting_ECG,Resting_PPG,Resting_GSR
0.299,34.034,2.458
0.304,33.995,2.46
0.302,33.958,2.459
0.304,33.923,2.458
0.308,33.89,2.459
0.318,33.857,2.46
0.313,33.826,2.46
0.315,33.794000000000004,2.459
0.327,33.760999999999996,2.459
0.33799999999999997,33.728,2.46
0.33299999999999996,33.692,2.46
0.335,33.655,2.459
0.341,33.616,2.458
0.35200000000000004,33.575,2.46
0.354,33.533,2.46
0.353,33.489000000000004,2.459
0.361,33.445,2.459
0.36700000000000005,33.4,2.46
0.369,33.356,2.461
0.366,33.312,2.46
0.36200000000000004,33.269,2.459
0.363,33.229,2.46
0.36,33.192,2.461
0.344,33.158,2.461
0.337,33.131,2.46
0.32299999999999995,33.111,2.46
0.315,33.1,2.461
0.28600000000000003,33.101,2.4619999999999997
0.267,33.114000000000004,2.461
0.251,33.143,2.46
0.233,33.191,2.4619999999999997
0.20800000000000002,33.26,2.4619999999999997
0.18,33.353,2.461
0.153,33.471,2.461
0.128,33.617,2.461
0.10300000000000001,33.791,2.463
0.073,33.992,2.4619999999999997
0.04,34.221,2.461
0.013999999999999999,34.475,2.461
-0.012,34.751,2.4619999999999997
-0.045,35.046,2.463
-0.078,35.358000000000004,2.461
-0.106,35.681999999999995,2.461
-0.121,36.016,2.4619999999999997
-0.15,36.355,2.463
-0.174,36.695,2.4619999999999997
-0.192,37.032,2.461
-0.205,37.363,2.463
-0.218,37.684,2.464
-0.231,37.993,2.463
-0.23800000000000002,38.285,2.4619999999999997
-0.23800000000000002,38.558,2.463
-0.24100000000000002,38.81,2.464
-0.247,39.039,2.464
-0.248,39.245,2.463
-0.247,39.425,2.463
-0.242,39.580999999999996,2.465
-0.243,39.711999999999996,2.465
-0.24100000000000002,39.819,2.464
-0.239,39.904,2.463
-0.23,39.969,2.465
-0.226,40.015,2.465
-0.223,40.045,2.464
-0.218,40.06,2.464
-0.21100000000000002,40.063,2.465
-0.20199999999999999,40.054,2.4659999999999997
-0.196,40.037,2.4659999999999997
-0.19399999999999998,40.013000000000005,2.464
-0.185,39.982,2.465
-0.175,39.948,2.4659999999999997
-0.17300000000000001,39.912,2.4659999999999997
-0.17,39.874,2.465
-0.162,39.836,2.465
-0.152,39.8,2.4659999999999997
-0.151,39.765,2.4659999999999997
-0.14,39.732,2.465
-0.138,39.7,2.465
-0.133,39.671,2.4659999999999997
-0.129,39.643,2.467
-0.124,39.617,2.4659999999999997
-0.127,39.591,2.465
-0.122,39.567,2.4659999999999997
-0.12,39.543,2.468
-0.11800000000000001,39.52,2.467
-0.114,39.495,2.4659999999999997
-0.114,39.47,2.4659999999999997
-0.111,39.442,2.468
-0.109,39.412,2.468
-0.111,39.376999999999995,2.4659999999999997
-0.10800000000000001,39.339,2.4659999999999997
-0.10800000000000001,39.294000000000004,2.468
-0.109,39.245,2.469
-0.106,39.192,2.467
-0.11,39.135,2.467
-0.113,39.075,2.468
-0.11,39.013000000000005,2.469
-0.10400000000000001,38.949,2.468
-0.111,38.885,2.467
-0.11,38.823,2.468
-0.1,38.762,2.47
-0.105,38.703,2.469
-0.096,38.648,2.468
-0.096,38.597,2.468
-0.08800000000000001,38.551,2.47
-0.09300000000000001,38.509,2.47
-0.081,38.471,2.469
-0.084,38.439,2.469
-0.079,38.411,2.47
-0.086,38.387,2.471
-0.077,38.368,2.47
-0.071,38.352,2.469
-0.076,38.34,2.47
-0.064,38.33,2.471
-0.054000000000000006,38.321999999999996,2.47
-0.073,38.314,2.469
-0.053,38.306999999999995,2.47
-0.052000000000000005,38.299,2.471
-0.05,38.29,2.471
-0.046,38.28,2.47
-0.05,38.268,2.471
-0.047,38.253,2.472
-0.053,38.236999999999995,2.472
-0.049,38.219,2.471
-0.045,38.199,2.471
-0.035,38.176,2.472
-0.031,38.150999999999996,2.4730000000000003
-0.025,38.125,2.472
-0.001,38.097,2.471
0.027000000000000003,38.069,2.472
0.059000000000000004,38.039,2.474
0.069,38.009,2.4730000000000003
0.073,37.979,2.472
0.07400000000000001,37.946,2.472
0.087,37.912,2.474
0.09699999999999999,37.874,2.474
0.113,37.834,2.4730000000000003
0.113,37.789,2.4730000000000003
0.094,37.741,2.474
0.07200000000000001,37.689,2.474
0.053,37.633,2.4730000000000003
0.047,37.573,2.4730000000000003
0.027000000000000003,37.509,2.475
0.008,37.441,2.476
-0.006999999999999999,37.369,2.475
-0.008,37.293,2.474
-0.018000000000000002,37.213,2.474
-0.02,37.131,2.475
-0.027999999999999997,37.046,2.475
-0.03,36.96,2.474
-0.042,36.873000000000005,2.474
-0.034,36.785,2.476
-0.039,36.696999999999996,2.476
-0.039,36.61,2.475
-0.033,36.524,2.475
-0.031,36.439,2.476
-0.036000000000000004,36.355,2.477
-0.024,36.272,2.476
-0.025,36.191,2.475
-0.019,36.109,2.476
-0.015,36.029,2.477
-0.003,35.949,2.476
-0.001,35.869,2.475
0.006999999999999999,35.79,2.476
0.008,35.711999999999996,2.477
0.008,35.633,2.477
0.002,35.556,2.476
-0.006999999999999999,35.478,2.476
0.045,35.403,2.477
0.166,35.329,2.477
0.268,35.258,2.476
0.452,35.191,2.476
0.586,35.128,2.477
0.6579999999999999,35.07,2.478
0.713,35.018,2.477
0.6509999999999999,34.971,2.476
0.326,34.93,2.477
-0.23,34.894,2.478
-0.752,34.863,2.477
-1.19,34.836,2.476
-1.339,34.814,2.477
-1.204,34.795,2.478
-0.9490000000000001,34.779,2.478
-0.635,34.765,2.477
-0.29600000000000004,34.753,2.477
-0.043,34.742,2.478
0.102,34.731,2.478
0.17600000000000002,34.719,2.477
0.214,34.707,2.477
0.24,34.693000000000005,2.478
0.265,34.677,2.479
0.275,34.658,2.478
0.276,34.637,2.477
0.278,34.614000000000004,2.478
0.29100000000000004,34.591,2.479
0.31,34.565,2.479
0.304,34.538000000000004,2.477
0.304,34.508,2.478
0.308,34.476,2.479
0.306,34.442,2.479
0.309,34.407,2.478
0.304,34.371,2.478
0.312,34.335,2.479
0.308,34.3,2.48
0.319,34.265,2.478
0.314,34.233000000000004,2.478
0.31,34.202,2.479
0.318,34.174,2.48
0.33299999999999996,34.148,2.479
0.326,34.123000000000005,2.478
0.321,34.099000000000004,2.478
0.326,34.075,2.48
0.33799999999999997,34.052,2.479
0.33899999999999997,34.027,2.478
0.33899999999999997,34.0,2.478
0.348,33.969,2.48
0.349,33.936,2.48
0.35,33.9,2.478
0.349,33.86,2.478
0.355,33.819,2.479
0.353,33.775,2.48
0.361,33.73,2.479
0.35100000000000003,33.685,2.478
0.35,33.64,2.479
0.348,33.597,2.48
0.349,33.558,2.479
0.34,33.525,2.478
0.321,33.499,2.479
0.314,33.483000000000004,2.48
0.297,33.478,2.48
0.28,33.489000000000004,2.478
0.258,33.516,2.479
0.23800000000000002,33.564,2.48
0.217,33.634,2.48
0.21100000000000002,33.73,2.478
0.191,33.853,2.478
0.163,34.004,2.479
0.132,34.183,2.48
0.124,34.391999999999996,2.479
0.08800000000000001,34.626999999999995,2.478
0.055999999999999994,34.889,2.479
0.027999999999999997,35.174,2.48
-0.001,35.479,2.479
-0.040999999999999995,35.802,2.478
-0.07200000000000001,36.137,2.479
-0.08900000000000001,36.481,2.48
-0.11199999999999999,36.828,2.48
-0.139,37.175,2.478
-0.165,37.516999999999996,2.478
-0.188,37.849000000000004,2.479
-0.205,38.168,2.48
-0.215,38.469,2.478
-0.23600000000000002,38.749,2.478
-0.243,39.005,2.479
-0.25,39.236,2.48
-0.248,39.44,2.479
-0.256,39.616,2.478
-0.262,39.763000000000005,2.479
-0.256,39.882,2.48
-0.254,39.975,2.479
-0.254,40.043,2.478
-0.247,40.088,2.478
-0.244,40.113,2.48
-0.247,40.12,2.48
-0.228,40.111,2.478
-0.22899999999999998,40.088,2.478
-0.23,40.053000000000004,2.48
-0.226,40.009,2.48
-0.21600000000000003,39.957,2.479
-0.221,39.899,2.478
-0.214,39.836999999999996,2.479
-0.20600000000000002,39.774,2.48
-0.192,39.71,2.48
-0.19899999999999998,39.647,2.478
-0.198,39.586999999999996,2.479
-0.18899999999999997,39.53,2.48
-0.177,39.477,2.48
-0.17800000000000002,39.43,2.479
-0.17800000000000002,39.385999999999996,2.479
-0.17600000000000002,39.346,2.48
-0.16899999999999998,39.309,2.48
-0.158,39.273,2.479
-0.16,39.238,2.479
-0.157,39.203,2.48
-0.158,39.167,2.481
-0.156,39.129,2.479
-0.159,39.089,2.479
-0.158,39.047,2.48
-0.152,39.001999999999995,2.481
-0.14300000000000002,38.955,2.48
-0.154,38.905,2.479
-0.153,38.852,2.48
-0.14800000000000002,38.797,2.481
-0.149,38.739000000000004,2.481
-0.142,38.679,2.48
-0.139,38.618,2.48
-0.139,38.556,2.481
-0.146,38.494,2.4819999999999998
-0.147,38.433,2.48
-0.142,38.375,2.48
-0.13699999999999998,38.319,2.481
-0.13699999999999998,38.268,2.481
-0.127,38.221,2.48
-0.135,38.179,2.48
-0.132,38.141999999999996,2.481
-0.134,38.11,2.4819999999999998
-0.128,38.083,2.481
-0.124,38.06,2.48
-0.125,38.041,2.48
-0.129,38.025999999999996,2.481
-0.11699999999999999,38.015,2.481
-0.11800000000000001,38.006,2.48
-0.11599999999999999,38.001,2.479
-0.106,37.998000000000005,2.48
-0.111,37.997,2.481
-0.109,37.996,2.479
-0.10400000000000001,37.996,2.479
-0.10400000000000001,37.995,2.48
-0.102,37.992,2.481
-0.094,37.986,2.479
-0.096,37.978,2.479
-0.09300000000000001,37.965,2.48
-0.084,37.948,2.48
-0.087,37.927,2.479
-0.092,37.900999999999996,2.478
-0.079,37.872,2.479
-0.076,37.84,2.48
-0.08,37.804,2.48
-0.07400000000000001,37.765,2.479
-0.067,37.722,2.479
-0.063,37.676,2.48
-0.069,37.626,2.48
-0.066,37.573,2.479
-0.057,37.515,2.479
-0.054000000000000006,37.454,2.48
-0.061,37.388000000000005,2.481
-0.05,37.318000000000005,2.479
-0.054000000000000006,37.244,2.479
-0.059000000000000004,37.167,2.479
-0.05,37.086999999999996,2.481
-0.05,37.004,2.48
-0.059000000000000004,36.919000000000004,2.478
-0.040999999999999995,36.833,2.479
-0.033,36.745,2.48
-0.034,36.656,2.48
-0.028999999999999998,36.566,2.478
-0.031,36.476,2.478
-0.032,36.385,2.479
-0.033,36.296,2.479
-0.021,36.207,2.478
-0.015,36.12,2.478
-0.02,36.035,2.479
-0.018000000000000002,35.953,2.479
-0.019,35.872,2.478
-0.019,35.794000000000004,2.477
-0.005,35.718,2.478
-0.006,35.643,2.479
0.002,35.568000000000005,2.479
-0.003,35.495,2.477
0.005,35.422,2.477
0.013000000000000001,35.35,2.478
0.004,35.279,2.478
0.006999999999999999,35.21,2.477
0.004,35.143,2.477
0.009000000000000001,35.077,2.478
0.01,35.013000000000005,2.478
0.02,34.95,2.477
0.027999999999999997,34.889,2.476
0.054000000000000006,34.829,2.477
0.073,34.771,2.478
0.095,34.716,2.478
0.10400000000000001,34.662,2.476
0.114,34.61,2.477
0.115,34.559,2.478
0.11699999999999999,34.51,2.478
0.132,34.461999999999996,2.476
0.14300000000000002,34.416,2.477
0.133,34.37,2.478
0.121,34.326,2.478
0.106,34.282,2.476
0.098,34.239000000000004,2.476
0.08900000000000001,34.198,2.477
0.059000000000000004,34.158,2.478
0.040999999999999995,34.12,2.477
0.021,34.083,2.476
0.02,34.047,2.476
0.017,34.010999999999996,2.478
0.017,33.974000000000004,2.477
0.003,33.937,2.476
-0.006,33.897,2.476
-0.012,33.854,2.477
-0.018000000000000002,33.81,2.477
-0.011000000000000001,33.763000000000005,2.476
-0.003,33.714,2.476
-0.004,33.662,2.477
-0.009000000000000001,33.609,2.477
-0.011000000000000001,33.554,2.476
-0.011000000000000001,33.498000000000005,2.475
-0.008,33.441,2.476
-0.013000000000000001,33.384,2.477
-0.006,33.327,2.476
-0.003,33.272,2.475
0.003,33.218,2.476
-0.003,33.168,2.477
0.003,33.12,2.476
0.004,33.075,2.475
-0.002,33.033,2.475
0.022000000000000002,32.995,2.477
0.132,32.959,2.476
0.221,32.926,2.475
0.396,32.895,2.475
0.5379999999999999,32.865,2.476
0.618,32.836999999999996,2.476
0.672,32.81,2.475
0.6509999999999999,32.782,2.474
0.375,32.754,2.475
-0.182,32.725,2.476
-0.69,32.696,2.475
-1.113,32.665,2.474
-1.278,32.633,2.475
-1.173,32.601,2.476
-0.9079999999999999,32.568000000000005,2.476
-0.606,32.535,2.474
-0.284,32.501999999999995,2.475
-0.042,32.468,2.476
0.083,32.434,2.476
0.151,32.4,2.474
0.19399999999999998,32.364000000000004,2.474
0.22,32.328,2.475
0.233,32.29,2.476
0.255,32.251999999999995,2.475
0.251,32.214,2.474
0.252,32.177,2.475
0.264,32.14,2.476
0.275,32.104,2.475
0.285,32.069,2.474
0.27899999999999997,32.034,2.474
0.285,32.001,2.475
0.298,31.97,2.474
0.301,31.939,2.4730000000000003
0.292,31.91,2.4730000000000003
0.29100000000000004,31.883000000000003,2.474
0.295,31.857,2.475
0.297,31.831,2.4730000000000003
0.297,31.805999999999997,2.472
0.298,31.781,2.4730000000000003
0.307,31.755,2.474
0.309,31.728,2.4730000000000003
0.308,31.701,2.472
0.3,31.673000000000002,2.4730000000000003
0.307,31.644000000000002,2.474
0.32,31.614,2.4730000000000003
0.318,31.583000000000002,2.472
0.313,31.552,2.472
0.321,31.521,2.4730000000000003
0.327,31.49,2.4730000000000003
0.336,31.46,2.471
0.335,31.430999999999997,2.471
0.335,31.403000000000002,2.472
0.331,31.377,2.4730000000000003
0.34600000000000003,31.353,2.471
0.336,31.331999999999997,2.471
0.336,31.311999999999998,2.472
0.337,31.296,2.4730000000000003
0.335,31.283,2.472
0.326,31.276,2.471
0.31,31.275,2.471
0.306,31.285,2.472
0.294,31.305999999999997,2.472
0.29,31.340999999999998,2.47
0.26,31.394000000000002,2.471
0.23600000000000002,31.467,2.472
0.22899999999999998,31.561999999999998,2.472
0.207,31.680999999999997,2.47
0.192,31.828000000000003,2.469
0.175,32.003,2.47
0.154,32.207,2.471
0.138,32.44,2.469
0.10300000000000001,32.703,2.469
0.077,32.993,2.469
0.059000000000000004,33.309,2.47
0.024,33.646,2.469
0.0,34.001,2.468
-0.04,34.37,2.469
-0.057999999999999996,34.748000000000005,2.47
-0.094,35.128,2.469
-0.11699999999999999,35.506,2.468
-0.14300000000000002,35.876999999999995,2.468
-0.16399999999999998,36.235,2.469
-0.185,36.576,2.469
-0.19699999999999998,36.897,2.467
-0.215,37.194,2.467
-0.22899999999999998,37.464,2.468
-0.239,37.707,2.469
-0.24600000000000002,37.919000000000004,2.467
-0.257,38.101,2.467
-0.258,38.251999999999995,2.467
-0.259,38.373000000000005,2.468
-0.255,38.466,2.467
-0.256,38.533,2.4659999999999997
-0.253,38.575,2.467
-0.248,38.596,2.468
-0.24600000000000002,38.599000000000004,2.467
-0.242,38.586999999999996,2.4659999999999997
-0.239,38.562,2.4659999999999997
-0.233,38.528,2.467
-0.23,38.485,2.467
-0.217,38.436,2.4659999999999997
-0.222,38.384,2.465
-0.212,38.329,2.4659999999999997
-0.209,38.273,2.467
-0.19899999999999998,38.218,2.465
-0.19899999999999998,38.164,2.464
-0.19399999999999998,38.114000000000004,2.465
-0.182,38.067,2.4659999999999997
-0.183,38.025,2.465
-0.175,37.988,2.464
-0.18,37.957,2.464
-0.172,37.93,2.465
-0.171,37.907,2.465
-0.168,37.888000000000005,2.464
-0.157,37.871,2.463
-0.163,37.855,2.464
-0.16899999999999998,37.84,2.464
-0.152,37.824,2.463
-0.152,37.806,2.4619999999999997
-0.152,37.786,2.463
-0.156,37.764,2.464
-0.15,37.739000000000004,2.463
-0.157,37.711,2.4619999999999997
-0.166,37.68,2.463
-0.156,37.648,2.463
-0.155,37.611999999999995,2.463
-0.155,37.575,2.4619999999999997
-0.151,37.535,2.4619999999999997
-0.146,37.494,2.463
-0.14300000000000002,37.453,2.463
-0.14,37.412,2.461
-0.13699999999999998,37.371,2.461
-0.133,37.332,2.4619999999999997
-0.135,37.296,2.4619999999999997
-0.129,37.260999999999996,2.461
-0.13,37.23,2.461
-0.125,37.203,2.4619999999999997
-0.122,37.179,2.4619999999999997
-0.125,37.158,2.461
-0.122,37.14,2.46
-0.12,37.123000000000005,2.46
-0.111,37.108000000000004,2.4619999999999997
-0.113,37.094,2.461
-0.109,37.082,2.46
-0.10800000000000001,37.071,2.46
-0.10300000000000001,37.062,2.461
-0.102,37.053000000000004,2.461
-0.1,37.046,2.459
-0.099,37.039,2.459
-0.092,37.032,2.46
-0.096,37.023,2.46
-0.092,37.013000000000005,2.459
-0.091,37.001,2.458
-0.09,36.986,2.459
-0.08199999999999999,36.968,2.459
-0.076,36.946,2.458
-0.075,36.921,2.457
-0.071,36.893,2.458
-0.062,36.861999999999995,2.459
-0.064,36.829,2.458
-0.062,36.793,2.457
-0.059000000000000004,36.756,2.457
-0.055,36.718,2.458
-0.057,36.679,2.458
-0.046,36.638000000000005,2.456
-0.048,36.597,2.455
-0.043,36.555,2.457
-0.04,36.510999999999996,2.457
-0.038,36.465,2.456
-0.04,36.419000000000004,2.455
-0.036000000000000004,36.37,2.455
-0.026000000000000002,36.321,2.456
-0.021,36.269,2.455
-0.028999999999999998,36.216,2.454
-0.023,36.161,2.454
-0.02,36.105,2.455
-0.021,36.046,2.455
-0.015,35.986,2.454
-0.006999999999999999,35.923,2.4530000000000003
-0.006999999999999999,35.859,2.454
-0.012,35.793,2.454
-0.01,35.725,2.4530000000000003
-0.006999999999999999,35.657,2.452
-0.004,35.589,2.4530000000000003
-0.01,35.522,2.454
0.001,35.455,2.4530000000000003
-0.008,35.391,2.452
-0.005,35.328,2.4530000000000003
0.006,35.268,2.4530000000000003
0.006,35.211,2.4530000000000003
0.006999999999999999,35.157,2.451
0.006999999999999999,35.105,2.451
0.011000000000000001,35.058,2.452
0.013000000000000001,35.012,2.452
0.012,34.97,2.451
0.022000000000000002,34.93,2.45
0.021,34.891999999999996,2.451
0.015,34.855,2.452
0.033,34.821,2.45
0.032,34.787,2.45
0.04,34.756,2.45
0.048,34.725,2.451
0.07,34.696,2.45
0.09,34.669000000000004,2.449
0.11199999999999999,34.641999999999996,2.449
0.126,34.616,2.45
0.121,34.59,2.45
0.124,34.564,2.448
0.135,34.538000000000004,2.448
0.139,34.51,2.449
0.126,34.481,2.449
0.121,34.449,2.448
0.111,34.416,2.448
0.1,34.381,2.449
0.079,34.344,2.449
0.057999999999999996,34.306999999999995,2.448
0.038,34.269,2.447
0.018000000000000002,34.232,2.447
0.018000000000000002,34.196,2.448
0.027000000000000003,34.16,2.447
0.013000000000000001,34.124,2.4459999999999997
-0.004,34.09,2.4459999999999997
-0.009000000000000001,34.056999999999995,2.447
-0.005,34.024,2.447
-0.006999999999999999,33.992,2.445
-0.001,33.96,2.445
0.004,33.929,2.4459999999999997
-0.004,33.898,2.4459999999999997
-0.005,33.866,2.444
0.001,33.833,2.444
0.004,33.8,2.445
0.004,33.766999999999996,2.445
0.008,33.734,2.444
0.011000000000000001,33.701,2.443
0.017,33.669000000000004,2.444
0.021,33.638000000000005,2.445
0.016,33.609,2.444
0.018000000000000002,33.580999999999996,2.4419999999999997
0.013000000000000001,33.554,2.4419999999999997
0.018000000000000002,33.529,2.443
0.045,33.504,2.443
0.154,33.479,2.4419999999999997
0.242,33.454,2.441
0.42,33.428000000000004,2.443
0.5529999999999999,33.402,2.443
0.659,33.374,2.441
0.7190000000000001,33.344,2.44
0.667,33.314,2.441
0.266,33.282,2.4419999999999997
-0.266,33.248000000000005,2.441
-0.804,33.211999999999996,2.44
-1.143,33.175,2.44
-1.229,33.137,2.441
-1.053,33.097,2.44
-0.802,33.056999999999995,2.439
-0.499,33.016,2.439
-0.203,32.976,2.44
-0.006,32.936,2.44
0.106,32.896,2.438
0.157,32.856,2.438
0.18899999999999997,32.815,2.439
0.19699999999999998,32.774,2.44
0.225,32.732,2.438
0.231,32.69,2.437
0.237,32.65,2.438
0.24,32.61,2.439
0.258,32.571999999999996,2.438
0.268,32.538000000000004,2.437
0.258,32.506,2.437
0.257,32.476,2.438
0.264,32.45,2.437
0.271,32.427,2.436
0.27,32.406,2.436
0.27399999999999997,32.388000000000005,2.437
0.271,32.371,2.437
0.28600000000000003,32.356,2.435
0.282,32.342,2.434
0.28,32.327,2.435
0.28,32.313,2.436
0.284,32.297,2.435
0.292,32.28,2.434
0.289,32.260999999999996,2.435
0.285,32.241,2.435
0.295,32.219,2.434
0.3,32.196,2.4330000000000003
0.298,32.171,2.4330000000000003
0.303,32.145,2.434
0.308,32.118,2.4330000000000003
0.32299999999999995,32.09,2.431
0.327,32.06,2.431
0.318,32.029,2.4330000000000003
0.314,31.997,2.4330000000000003
0.33399999999999996,31.963,2.431
0.33799999999999997,31.929000000000002,2.43
0.326,31.893,2.431
0.32299999999999995,31.858,2.432
0.32,31.823,2.43
0.318,31.789,2.4290000000000003
0.309,31.758000000000003,2.43
0.292,31.730999999999998,2.431
0.289,31.71,2.43
0.275,31.697,2.428
0.254,31.694000000000003,2.4290000000000003
0.235,31.706,2.43
0.217,31.736,2.4290000000000003
0.213,31.785999999999998,2.428
0.201,31.859,2.428
0.17,31.959,2.4290000000000003
0.145,32.086,2.4290000000000003
0.132,32.242,2.427
0.102,32.427,2.426
0.087,32.641,2.427
0.057999999999999996,32.882,2.428
0.033,33.149,2.427
0.001,33.437,2.425
-0.025,33.746,2.426
-0.052000000000000005,34.069,2.427
-0.075,34.405,2.426
-0.105,34.747,2.425
-0.132,35.093,2.424
-0.154,35.437,2.426
-0.17300000000000001,35.774,2.426
-0.18899999999999997,36.102,2.424
-0.20199999999999999,36.414,2.424
-0.218,36.708,2.425
-0.23600000000000002,36.98,2.425
-0.23600000000000002,37.228,2.424
-0.248,37.45,2.423
-0.253,37.644,2.424
-0.257,37.811,2.425
-0.26,37.949,2.423
-0.247,38.058,2.4219999999999997
-0.258,38.141,2.4219999999999997
-0.252,38.196999999999996,2.423
-0.253,38.229,2.423
-0.24100000000000002,38.24,2.421
-0.23800000000000002,38.231,2.421
-0.235,38.205,2.423
-0.22699999999999998,38.166,2.4219999999999997
-0.21600000000000003,38.117,2.421
-0.21100000000000002,38.059,2.42
-0.207,37.996,2.421
-0.207,37.929,2.421
-0.20199999999999999,37.861,2.42
-0.19,37.792,2.419
-0.187,37.725,2.42
-0.183,37.659,2.421
-0.179,37.595,2.419
-0.174,37.534,2.418
-0.17800000000000002,37.473,2.418
-0.175,37.415,2.419
-0.171,37.358000000000004,2.419
-0.163,37.303000000000004,2.417
-0.162,37.251,2.417
-0.168,37.201,2.418
-0.168,37.155,2.417
-0.16,37.111999999999995,2.416
-0.17300000000000001,37.071,2.415
-0.165,37.032,2.416
-0.158,36.995,2.417
-0.156,36.959,2.416
-0.166,36.924,2.414
-0.16399999999999998,36.888000000000005,2.415
-0.154,36.852,2.416
-0.152,36.815,2.415
-0.155,36.778,2.414
-0.149,36.741,2.414
-0.142,36.705,2.416
-0.146,36.669000000000004,2.415
-0.14800000000000002,36.634,2.4130000000000003
-0.141,36.601,2.4130000000000003
-0.14,36.569,2.414
-0.142,36.54,2.414
-0.134,36.512,2.4130000000000003
-0.132,36.488,2.412
-0.128,36.467,2.412
-0.122,36.45,2.4130000000000003
-0.128,36.438,2.412
-0.127,36.431,2.411
-0.125,36.429,2.412
-0.124,36.433,2.412
-0.11699999999999999,36.442,2.412
-0.109,36.454,2.411
-0.111,36.471,2.411
-0.10099999999999999,36.491,2.412
-0.105,36.512,2.412
-0.102,36.536,2.41
-0.10300000000000001,36.559,2.41
-0.096,36.582,2.411
-0.096,36.603,2.411
-0.091,36.622,2.41
-0.08800000000000001,36.637,2.4090000000000003
-0.083,36.648,2.41
-0.081,36.654,2.411
-0.081,36.654,2.4090000000000003
-0.07,36.649,2.408
-0.075,36.637,2.4090000000000003
-0.068,36.619,2.41
-0.067,36.594,2.4090000000000003
-0.062,36.562,2.408
-0.057,36.525,2.407
-0.054000000000000006,36.482,2.4090000000000003
-0.054000000000000006,36.435,2.408
-0.045,36.384,2.407
-0.059000000000000004,36.330999999999996,2.407
-0.046,36.275,2.408
-0.048,36.217,2.408
-0.039,36.157,2.407
-0.040999999999999995,36.095,2.406
-0.033,36.032,2.407
-0.032,35.967,2.407
-0.036000000000000004,35.900999999999996,2.406
-0.033,35.834,2.405
-0.027000000000000003,35.766,2.406
-0.019,35.698,2.407
-0.023,35.629,2.406
-0.018000000000000002,35.56,2.404
-0.006999999999999999,35.492,2.405
-0.01,35.424,2.406
-0.016,35.357,2.406
0.002,35.291,2.404
0.0,35.226,2.404
-0.001,35.162,2.405
-0.0,35.098,2.405
0.006,35.036,2.404
0.003,34.974000000000004,2.403
0.003,34.912,2.404
0.005,34.852,2.405
0.009000000000000001,34.791,2.403
0.008,34.73,2.4019999999999997
0.016,34.67,2.403
0.025,34.61,2.404
0.028999999999999998,34.551,2.404
0.039,34.493,2.4019999999999997
0.042,34.437,2.4019999999999997
0.07400000000000001,34.382,2.403
0.08199999999999999,34.329,2.403
0.096,34.278,2.4019999999999997
0.10800000000000001,34.228,2.401
0.111,34.179,2.4019999999999997
0.115,34.13,2.4019999999999997
0.131,34.08,2.401
0.128,34.03,2.4
0.136,33.979,2.4
0.121,33.927,2.401
0.098,33.875,2.401
0.084,33.821999999999996,2.399
0.071,33.771,2.399
0.057,33.721,2.4
0.032,33.672,2.4
0.022000000000000002,33.625,2.399
0.021,33.580999999999996,2.398
0.027000000000000003,33.538000000000004,2.399
0.008,33.499,2.4
0.003,33.463,2.398
-0.012,33.429,2.397
-0.013000000000000001,33.398,2.398
-0.009000000000000001,33.371,2.399
-0.006,33.345,2.398
-0.003,33.321999999999996,2.397
-0.012,33.3,2.397
-0.006999999999999999,33.279,2.399
-0.006,33.258,2.398
-0.008,33.236999999999995,2.396
-0.002,33.217,2.396
0.006,33.196999999999996,2.397
0.008,33.179,2.397
0.017,33.161,2.396
0.012,33.145,2.395
0.02,33.13,2.396
0.005,33.114000000000004,2.397
0.008,33.098,2.395
0.02,33.080999999999996,2.394
0.069,33.063,2.395
0.174,33.043,2.396
0.261,33.023,2.395
0.429,33.001999999999995,2.394
0.569,32.979,2.394
0.727,32.955999999999996,2.395
0.8240000000000001,32.931999999999995,2.395
0.682,32.907,2.3930000000000002
0.204,32.881,2.3930000000000002
-0.311,32.855,2.394
-0.867,32.829,2.394
-1.079,32.802,2.3930000000000002
-1.105,32.775,2.3930000000000002
-0.917,32.748000000000005,2.394
-0.723,32.72,2.394
-0.452,32.692,2.3930000000000002
-0.177,32.664,2.392
0.013999999999999999,32.635999999999996,2.3930000000000002
0.106,32.607,2.394
0.158,32.577,2.3930000000000002
0.172,32.548,2.391
0.196,32.519,2.392
0.215,32.491,2.3930000000000002
0.217,32.464,2.3930000000000002
0.226,32.437,2.391
0.237,32.411,2.391
0.242,32.385999999999996,2.392
0.24600000000000002,32.361,2.392
0.237,32.336,2.391
0.235,32.311,2.39
0.252,32.286,2.391
0.266,32.26,2.392
0.261,32.234,2.39
0.251,32.208,2.3890000000000002
0.252,32.181,2.39
0.26,32.155,2.391
0.264,32.128,2.39
0.258,32.101,2.3890000000000002
0.257,32.074,2.3890000000000002
0.273,32.046,2.39
0.272,32.019,2.39
0.25,31.991,2.3890000000000002
0.267,31.964000000000002,2.388
0.28300000000000003,31.936999999999998,2.3890000000000002
0.28600000000000003,31.91,2.3890000000000002
0.299,31.883000000000003,2.388
0.287,31.858,2.387
0.303,31.833000000000002,2.388
0.31,31.808000000000003,2.3890000000000002
0.312,31.784000000000002,2.388
0.306,31.76,2.387
0.305,31.737,2.387
0.314,31.714000000000002,2.388
0.314,31.691999999999997,2.388
0.317,31.671,2.386
0.314,31.65,2.386
0.311,31.629,2.388
0.309,31.609,2.388
